customer_id,recency,frequency,amount,recency_log,frequency_log,amount_log,cluster_gridsearch,cluster,clusters_3,clusters_5,clusters_7,dbscan,kmeans_3,kmeans_3_pca,dbscan_pca,final_cluster_label
12425,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535,1,0,2,4,0,1,2,1,0,2
12426,195,1,582.73,5.278114659230517,0.6931471805599453,6.369438547154207,1,1,2,0,1,1,2,1,0,2
12427,22,3,825.8,3.1354942159291497,1.3862943611198906,6.717562827807613,0,4,1,3,4,0,1,0,0,1
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246,0,2,0,1,2,0,0,2,0,0
12429,9,4,3750.4,2.302585092994046,1.6094379124341003,8.22988438262624,0,3,0,2,3,0,0,2,0,0
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265,1,5,2,3,5,1,2,1,0,2
12431,36,15,6487.45,3.6109179126442243,2.772588722239781,8.777778952206313,0,2,0,1,2,0,0,2,0,0
12432,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596,0,2,0,2,2,0,0,0,0,0
12433,1,7,13375.87,0.6931471805599453,2.0794415416798357,9.50128237507538,0,3,0,1,3,-1,0,2,0,0
12434,85,2,806.14,4.454347296253507,1.0986122886681098,6.6934971352559,1,0,1,4,0,0,1,1,0,1
12435,80,2,7829.89,4.394449154672439,1.0986122886681098,8.965831447914955,0,2,1,4,2,0,1,0,0,1
12436,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278,1,0,2,0,0,1,2,1,0,2
12437,2,18,4951.41,1.0986122886681098,2.9444389791664403,8.507629605767502,0,6,0,1,6,0,0,2,0,0
12438,14,2,2906.85,2.70805020110221,1.0986122886681098,7.9751692554798295,0,4,1,2,4,0,1,0,0,1
12441,367,1,173.55,5.908082938168931,0.6931471805599453,5.162211233551045,1,1,2,0,1,1,2,1,0,2
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593,1,5,1,3,5,1,1,0,0,1
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437,0,2,0,2,2,0,0,2,0,0
12445,22,1,133.4,3.1354942159291497,0.6931471805599453,4.900820428089049,1,5,2,3,5,1,2,1,0,2
12446,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375,1,0,1,4,0,1,1,1,0,1
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113,1,1,2,0,1,1,2,1,0,2
12448,44,1,449.45,3.8066624897703196,0.6931471805599453,6.110247083097449,1,5,2,3,5,1,2,1,0,2
12449,22,4,4067.29,3.1354942159291497,1.6094379124341003,8.310978042729836,0,2,1,2,2,0,1,0,0,1
12450,156,2,197.88,5.056245805348308,1.0986122886681098,5.292701627762401,1,1,2,0,1,0,2,1,0,2
12451,11,5,9035.52,2.4849066497880004,1.791759469228055,9.109029423519523,0,3,0,2,3,0,0,2,0,0
12452,17,2,430.57,2.8903717578961645,1.0986122886681098,6.067429722163682,1,4,1,3,4,0,1,0,0,1
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,1,0,2,0,0,1,2,1,0,2
12454,56,1,3528.34,4.04305126783455,0.6931471805599453,8.168866163607964,1,0,1,4,0,1,1,0,0,1
12455,73,6,2466.86,4.30406509320417,1.9459101490553132,7.81110665732229,0,2,1,4,2,0,1,0,0,1
12456,44,3,3181.04,3.8066624897703196,1.3862943611198906,8.065277779528966,0,2,1,4,2,0,1,0,0,1
12457,66,7,2363.23,4.204692619390966,2.0794415416798357,7.768207666517555,0,2,1,2,2,0,1,0,0,1
12458,71,2,947.4,4.276666119016055,1.0986122886681098,6.854776354191251,1,0,1,4,0,0,1,0,0,1
12461,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018,1,0,1,4,0,0,1,1,0,1
12462,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526,0,4,1,3,4,0,1,0,0,1
12463,53,4,1344.78,3.9889840465642745,1.6094379124341003,7.204729049594601,0,2,1,4,2,0,1,0,0,1
12464,10,8,1212.05,2.3978952727983707,2.1972245773362196,7.100893128209941,0,3,0,2,3,0,0,2,0,0
12465,17,2,742.1899999999999,2.8903717578961645,1.0986122886681098,6.610951732080795,1,4,1,3,4,0,1,0,0,1
12468,188,2,729.5400000000001,5.241747015059643,1.0986122886681098,6.593783986707386,1,0,2,4,0,0,2,1,0,2
12471,2,30,19824.05,1.0986122886681098,3.4339872044851463,9.894701568567964,0,6,0,1,6,0,0,2,0,0
12472,32,7,6572.11,3.4965075614664802,2.0794415416798357,8.790742363252102,0,2,0,2,2,0,0,2,0,0
12473,29,5,3938.5499999999997,3.4011973816621555,1.791759469228055,8.278821782571185,0,2,1,2,2,0,1,0,0,1
12474,17,18,7375.79,2.8903717578961645,2.9444389791664403,8.906093863622669,0,6,0,1,6,0,0,2,0,0
12475,54,1,723.38,4.007333185232471,0.6931471805599453,6.585316116572351,1,0,2,3,0,1,2,1,0,2
12476,16,11,6816.42,2.833213344056216,2.4849066497880004,8.82723638014411,0,6,0,1,6,0,0,2,0,0
12477,23,6,13219.74,3.1780538303479458,1.9459101490553132,9.489542087633343,0,2,0,2,2,0,0,2,0,0
12478,4,1,680.99,1.6094379124341003,0.6931471805599453,6.525014994979364,1,4,1,3,4,1,1,0,0,1
12479,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032,1,4,1,3,4,1,1,0,0,1
12480,28,4,3281.63,3.367295829986474,1.6094379124341003,8.096400209353131,0,2,1,2,2,0,1,0,0,1
12481,23,10,5596.32,3.1780538303479458,2.3978952727983707,8.630043190742814,0,2,0,1,2,0,0,2,0,0
12483,17,8,2484.98,2.8903717578961645,2.1972245773362196,7.818422226986002,0,2,0,2,2,0,0,2,0,0
12484,33,6,4541.72,3.5263605246161616,1.9459101490553132,8.421281230578023,0,2,0,2,2,0,0,2,0,0
12488,10,3,1298.66,2.3978952727983707,1.3862943611198906,7.169857970780942,0,4,1,2,4,0,1,0,0,1
12489,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467,1,1,2,0,1,1,2,1,0,2
12490,5,10,5417.93,1.791759469228055,2.3978952727983707,8.597653657970227,0,3,0,1,3,0,0,2,0,0
12491,39,1,460.40000000000003,3.6888794541139363,0.6931471805599453,6.134265345739653,1,5,2,3,5,1,2,1,0,2
12492,63,2,263.21000000000004,4.1588830833596715,1.0986122886681098,5.5767442414854775,1,5,2,3,5,0,2,1,0,2
12493,166,2,433.74,5.117993812416755,1.0986122886681098,6.0747481512447195,1,0,2,0,0,0,2,1,0,2
12494,16,7,1246.1000000000001,2.833213344056216,2.0794415416798357,7.128576134926702,0,2,1,2,2,0,1,0,0,1
12497,82,1,1043.1,4.418840607796598,0.6931471805599453,6.950910549296065,1,0,2,4,0,1,2,1,0,2
12498,21,3,403.70000000000005,3.091042453358316,1.3862943611198906,6.00314605188182,1,4,1,3,4,0,1,0,0,1
12500,23,11,4257.82,3.1780538303479458,2.4849066497880004,8.356747405587967,0,2,0,1,2,0,0,2,0,0
12501,337,1,2169.39,5.823045895483019,0.6931471805599453,7.682662153888476,1,0,2,4,0,1,2,1,0,2
12502,96,5,3723.87,4.574710978503383,1.791759469228055,8.222787230875806,0,2,1,4,2,0,1,0,0,1
12504,18,2,482.04999999999995,2.9444389791664403,1.0986122886681098,6.180120167963518,1,4,1,3,4,0,1,0,0,1
12506,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514,1,1,2,0,1,1,2,1,0,2
12507,134,3,1304.81,4.90527477843843,1.3862943611198906,7.174578816863813,1,0,1,4,0,0,1,0,0,1
12508,26,2,398.27,3.295836866004329,1.0986122886681098,5.989637879766574,1,5,1,3,5,0,1,0,0,1
12509,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471,1,1,2,0,1,1,2,1,0,2
12510,143,2,982.5699999999999,4.969813299576001,1.0986122886681098,6.8911888096735625,1,0,2,4,0,0,2,1,0,2
12512,66,2,138.03,4.204692619390966,1.0986122886681098,4.9346897371814515,1,5,2,0,5,0,2,1,0,2
12513,113,1,612.29,4.736198448394496,0.6931471805599453,6.418837907265026,1,0,2,0,0,1,2,1,0,2
12514,267,1,1017.68,5.5909869805108565,0.6931471805599453,6.926262950537876,1,0,2,4,0,1,2,1,0,2
12515,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825,1,1,2,0,1,1,2,1,0,2
12516,78,2,1312.06,4.3694478524670215,1.0986122886681098,7.180115570136106,1,0,1,4,0,0,1,0,0,1
12517,28,5,2502.84,3.367295829986474,1.791759469228055,7.825580832414862,0,2,1,2,2,0,1,0,0,1
12518,1,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086,0,3,0,2,3,0,0,2,0,0
12519,64,1,340.84,4.174387269895637,0.6931471805599453,5.83434279133577,1,5,2,0,5,1,2,1,0,2
12520,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484,0,2,1,4,2,0,1,0,0,1
12521,143,1,599.68,4.969813299576001,0.6931471805599453,6.39806234681208,1,0,2,0,0,1,2,1,0,2
12522,39,2,192.72,3.6888794541139363,1.0986122886681098,5.266413817535028,1,5,2,3,5,0,2,1,0,2
12523,19,11,1789.77,2.995732273553991,2.4849066497880004,7.490400973937009,0,2,0,2,2,0,0,2,0,0
12524,9,8,4485.72,2.302585092994046,2.1972245773362196,8.408877201532766,0,3,0,2,3,0,0,2,0,0
12526,1,3,1316.66,0.6931471805599453,1.3862943611198906,7.183612715167257,0,3,1,2,3,0,1,0,0,1
12527,82,3,348.71000000000004,4.418840607796598,1.3862943611198906,5.857104239599851,1,0,2,4,0,0,2,1,0,2
12528,9,6,1933.48,2.302585092994046,1.9459101490553132,7.567593835498341,0,3,0,2,3,0,0,2,0,0
12530,60,4,1662.28,4.110873864173311,1.6094379124341003,7.416546835435133,0,2,1,4,2,0,1,0,0,1
12531,15,1,125.22,2.772588722239781,0.6931471805599453,4.838026416156094,1,5,2,3,5,1,2,1,0,2
12532,30,1,349.83000000000004,3.4339872044851463,0.6931471805599453,5.860301775655642,1,5,2,3,5,1,2,1,0,2
12534,131,1,1089.18,4.882801922586371,0.6931471805599453,6.9940980992041535,1,0,2,4,0,1,2,1,0,2
12535,92,2,716.35,4.532599493153256,1.0986122886681098,6.575563866544399,1,0,2,4,0,0,2,1,0,2
12536,43,3,12601.830000000002,3.784189633918261,1.3862943611198906,9.441676670894656,0,2,1,2,2,-1,1,2,0,1
12538,29,1,363.95,3.4011973816621555,0.6931471805599453,5.899760357897641,1,5,2,3,5,1,2,1,0,2
12539,22,4,5568.35,3.1354942159291497,1.6094379124341003,8.625033629522884,0,2,0,2,2,0,0,2,0,0
12540,20,17,13400.24,3.044522437723423,2.8903717578961645,9.503102518971122,0,6,0,1,6,0,0,2,0,0
12541,30,3,981.18,3.4339872044851463,1.3862943611198906,6.889774590946187,0,4,1,4,4,0,1,0,0,1
12544,36,1,372.7,3.6109179126442243,0.6931471805599453,5.923453336491439,1,5,2,3,5,1,2,1,0,2
12545,75,2,1000.39,4.330733340286331,1.0986122886681098,6.9091443138264115,1,0,1,4,0,0,1,0,0,1
12546,47,2,1161.5,3.871201010907891,1.0986122886681098,7.058328137461511,1,0,1,4,0,0,1,0,0,1
12547,198,2,207.79999999999998,5.293304824724492,1.0986122886681098,5.341376856008484,1,1,2,0,1,0,2,1,0,2
12548,166,1,95.19999999999999,5.117993812416755,0.6931471805599453,4.566429357671661,1,1,2,0,1,1,2,1,0,2
12550,79,1,964.83,4.382026634673881,0.6931471805599453,6.872987835288763,1,0,2,4,0,1,2,1,0,2
12551,358,1,168.0,5.883322388488279,0.6931471805599453,5.1298987149230735,1,1,2,0,1,1,2,1,0,2
12552,39,2,437.82,3.6888794541139363,1.0986122886681098,6.084089306213804,1,5,1,3,5,0,1,0,0,1
12553,8,10,3692.28,2.1972245773362196,2.3978952727983707,8.214270231095687,0,3,0,1,3,0,0,2,0,0
12556,50,2,603.71,3.9318256327243257,1.0986122886681098,6.404749004268278,1,0,1,4,0,0,1,0,0,1
12557,16,5,11990.960000000001,2.833213344056216,1.791759469228055,9.391991704219834,0,2,0,2,2,0,0,2,0,0
12558,8,1,269.96,2.1972245773362196,0.6931471805599453,5.601971208509516,1,5,1,3,5,1,1,0,0,1
12559,311,2,561.71,5.7430031878094825,1.0986122886681098,6.33276439774036,1,0,2,0,0,0,2,1,0,2
12560,5,3,2134.01,1.791759469228055,1.3862943611198906,7.666226609492505,0,3,1,2,3,0,1,0,0,1
12561,303,1,238.85,5.717027701406222,0.6931471805599453,5.480013727948073,1,1,2,0,1,1,2,1,0,2
12562,8,7,3781.7400000000002,2.1972245773362196,2.0794415416798357,8.23820389374878,0,3,0,2,3,0,0,2,0,0
12564,261,1,456.9,5.568344503761097,0.6931471805599453,6.12665081966305,1,1,2,0,1,1,2,1,0,2
12565,289,1,145.92,5.66988092298052,0.6931471805599453,4.989888220951467,1,1,2,0,1,1,2,1,0,2
12566,86,1,351.65,4.465908118654584,0.6931471805599453,5.865476063654188,1,5,2,0,5,1,2,1,0,2
12567,23,10,9401.28,3.1780538303479458,2.3978952727983707,9.148707492038316,0,2,0,1,2,0,0,2,0,0
12569,2,32,4124.69,1.0986122886681098,3.4965075614664802,8.324988557507531,0,6,0,1,6,0,0,2,0,0
12571,40,2,519.61,3.713572066704308,1.0986122886681098,6.255001200981438,1,5,1,3,5,0,1,0,0,1
12572,9,2,1020.42,2.302585092994046,1.0986122886681098,6.928949094989139,0,4,1,3,4,0,1,0,0,1
12573,227,1,160.54000000000002,5.429345628954441,0.6931471805599453,5.08475279001415,1,1,2,0,1,1,2,1,0,2
12574,316,1,218.45,5.75890177387728,0.6931471805599453,5.391124416134243,1,1,2,0,1,1,2,1,0,2
12576,36,5,1315.83,3.6109179126442243,1.791759469228055,7.182982612166326,0,2,1,2,2,0,1,0,0,1
12577,35,3,657.8,3.58351893845611,1.3862943611198906,6.490419998303485,1,4,1,4,4,0,1,0,0,1
12578,21,2,2794.51,3.091042453358316,1.0986122886681098,7.935769837637909,0,4,1,2,4,0,1,0,0,1
12579,78,1,440.42,4.3694478524670215,0.6931471805599453,6.0899968031722285,1,5,2,0,5,1,2,1,0,2
12580,247,1,415.7,5.5134287461649825,0.6931471805599453,6.032366538428407,1,1,2,0,1,1,2,1,0,2
12581,40,1,197.71,3.713572066704308,0.6931471805599453,5.291846475417725,1,5,2,3,5,1,2,1,0,2
12582,239,2,511.36,5.480638923341991,1.0986122886681098,6.239027502962935,1,0,2,0,0,0,2,1,0,2
12583,3,15,7281.38,1.3862943611198906,2.772588722239781,8.89321301083995,0,6,0,1,6,0,0,2,0,0
12584,4,9,2338.15,1.6094379124341003,2.302585092994046,7.757542894498013,0,3,0,2,3,0,0,2,0,0
12585,234,2,2040.1,5.459585514144159,1.0986122886681098,7.621244157199997,1,0,2,4,0,0,2,1,0,2
12586,17,1,196.94000000000003,2.8903717578961645,0.6931471805599453,5.2879639544685455,1,5,2,3,5,1,2,1,0,2
12587,8,1,144.0,2.1972245773362196,0.6931471805599453,4.976733742420574,1,5,1,3,5,1,1,1,0,1
12588,39,1,214.89999999999998,3.6888794541139363,0.6931471805599453,5.3748153375207615,1,5,2,3,5,1,2,1,0,2
12589,29,2,646.68,3.4011973816621555,1.0986122886681098,6.473396747218991,1,4,1,3,4,0,1,0,0,1
12590,211,2,9864.26,5.356586274672012,1.0986122886681098,9.196774773912752,0,0,1,4,0,-1,1,0,0,1
12591,317,1,452.84999999999997,5.762051382780177,0.6931471805599453,6.117766746972636,1,1,2,0,1,1,2,1,0,2
12592,92,2,437.6,4.532599493153256,1.0986122886681098,6.083587835983788,1,0,2,4,0,0,2,1,0,2
12593,109,3,418.09999999999997,4.700480365792417,1.3862943611198906,6.038109554931026,1,0,2,4,0,0,2,1,0,2
12594,38,10,3338.2200000000003,3.6635616461296463,2.3978952727983707,8.113492525763553,0,2,0,2,2,0,0,2,0,0
12596,51,2,618.27,3.9512437185814275,1.0986122886681098,6.428541364981557,1,0,1,4,0,0,1,0,0,1
12597,19,4,3811.22,2.995732273553991,1.6094379124341003,8.245966975595675,0,2,1,2,2,0,1,0,0,1
12598,10,8,3023.08,2.3978952727983707,2.1972245773362196,8.01436219197595,0,3,0,2,3,0,0,2,0,0
12599,29,7,1032.58,3.4011973816621555,2.0794415416798357,6.940783782995926,0,2,1,2,2,0,1,0,0,1
12600,29,10,2599.04,3.4011973816621555,2.3978952727983707,7.863282108506616,0,2,0,2,2,0,0,2,0,0
12601,190,5,577.0600000000001,5.25227342804663,1.791759469228055,6.359677669513258,1,0,1,4,0,0,1,0,0,1
12602,59,1,153.12,4.0943445622221,0.6931471805599453,5.037731519757957,1,5,2,0,5,1,2,1,0,2
12603,22,1,739.1999999999999,3.1354942159291497,0.6931471805599453,6.606920419952056,1,4,1,3,4,1,1,0,0,1
12604,79,2,254.18,4.382026634673881,1.0986122886681098,5.541969178493598,1,5,2,0,5,0,2,1,0,2
12607,60,1,1579.51,4.110873864173311,0.6931471805599453,7.3655028587473295,1,0,1,4,0,1,1,0,0,1
12609,78,3,1126.85,4.3694478524670215,1.3862943611198906,7.0280684444921455,1,0,1,4,0,0,1,0,0,1
12610,23,5,2099.54,3.1780538303479458,1.791759469228055,7.6499497335130995,0,2,1,2,2,0,1,0,0,1
12611,52,1,1193.32,3.970291913552122,0.6931471805599453,7.085332264745334,1,0,1,4,0,1,1,0,0,1
12612,74,1,704.0400000000001,4.31748811353631,0.6931471805599453,6.558254538791405,1,0,2,4,0,1,2,1,0,2
12613,57,5,3344.38,4.060443010546419,1.791759469228055,8.115335568501695,0,2,1,2,2,0,1,0,0,1
12614,278,1,315.6,5.631211781821365,0.6931471805599453,5.757639147446912,1,1,2,0,1,1,2,1,0,2
12615,2,4,2291.19,1.0986122886681098,1.6094379124341003,7.73726297143202,0,3,0,2,3,0,0,2,0,0
12616,95,2,713.3,4.564348191467836,1.0986122886681098,6.571303042160927,1,0,2,4,0,0,2,1,0,2
12617,29,1,355.53,3.4011973816621555,0.6931471805599453,5.876418387786464,1,5,2,3,5,1,2,1,0,2
12618,22,1,177.31,3.1354942159291497,0.6931471805599453,5.183523608545955,1,5,2,3,5,1,2,1,0,2
12619,16,9,3641.24,2.833213344056216,2.302585092994046,8.200354155974704,0,2,0,2,2,0,0,2,0,0
12620,15,3,1339.41,2.772588722239781,1.3862943611198906,7.20073081629489,0,4,1,2,4,0,1,0,0,1
12621,2,20,13689.67,1.0986122886681098,3.044522437723423,9.524469857917655,0,6,0,1,6,0,0,2,0,0
12622,232,1,180.1,5.4510384535657,0.6931471805599453,5.199049364889368,1,1,2,0,1,1,2,1,0,2
12623,276,1,305.1,5.6240175061873385,0.6931471805599453,5.723911845951367,1,1,2,0,1,1,2,1,0,2
12624,106,2,641.13,4.672828834461906,1.0986122886681098,6.464790775403018,1,0,2,4,0,0,2,1,0,2
12625,212,2,2683.82,5.3612921657094255,1.0986122886681098,7.895368965589599,1,0,1,4,0,0,1,0,0,1
12626,23,9,6620.48,3.1780538303479458,2.302585092994046,8.798074188898816,0,2,0,1,2,0,0,2,0,0
12627,11,7,4478.53,2.4849066497880004,2.0794415416798357,8.407273409191232,0,3,0,2,3,0,0,2,0,0
12628,4,3,786.46,1.6094379124341003,1.3862943611198906,6.668812575758953,0,4,1,2,4,0,1,0,0,1
12630,10,2,1270.88,2.3978952727983707,1.0986122886681098,7.1482513998271635,0,4,1,2,4,0,1,0,0,1
12631,57,1,640.5,4.060443010546419,0.6931471805599453,6.463809184055691,1,5,2,3,5,1,2,1,0,2
12633,59,4,2163.98,4.0943445622221,1.6094379124341003,7.6801664025186325,0,2,1,4,2,0,1,0,0,1
12635,90,2,1689.18,4.51085950651685,1.0986122886681098,7.432590311121191,1,0,1,4,0,0,1,0,0,1
12637,67,8,6021.9,4.219507705176107,2.1972245773362196,8.70332414988414,0,2,0,2,2,0,0,2,0,0
12638,33,1,671.69,3.5263605246161616,0.6931471805599453,6.511284599453549,1,5,1,3,5,1,1,1,0,1
12639,239,1,486.1,5.480638923341991,0.6931471805599453,6.188469440812497,1,1,2,0,1,1,2,1,0,2
12640,24,3,1174.58,3.2188758248682006,1.3862943611198906,7.06951692181073,0,4,1,2,4,0,1,0,0,1
